property_type,property_quality,rooms,living_area,bathrooms,garden_sqm,terrace_sqm,land_area,distance_from_airport,Skiresort_distance,terrace,garden,pool,car_box,Province,City,price,land,province_median,city_median
1,4,3,274,3,50,0,0,44,54,0,1,0,0,56,1238,450000,0,385000,450000
0,4,2,90,2,30,0,0,87,20,0,1,0,0,41,281,109000,0,135000,180000
0,0,3,280,5,1000,0,0,14,46,0,1,0,0,30,902,1290000,0,980000,1320000
0,3,3,130,2,0,0,0,20,30,0,0,0,1,61,601,68000,0,110000,270000
2,0,2,147,2,0,147,0,67,54,1,0,0,0,87,1092,400000,0,97500,495000
0,0,3,240,2,0,0,0,54,40,0,0,0,0,40,658,330000,0,432500,330000
0,0,5,600,6,0,0,2500,58,5,0,0,0,0,7,1801,800000,1,357500,800000
0,0,2,70,1,0,0,1,27,100,0,0,0,0,12,1802,110000,1,420000,110000
0,4,3,365,2,0,0,0,27,35,0,0,0,1,9,405,190000,0,270000,120000
0,0,2,90,2,115,15,0,88,17,1,1,0,0,55,597,330000,0,165000,310000
0,0,5,520,4,200,49,2450,7,29,1,1,0,0,61,1081,1100000,1,110000,387500
2,1,3,145,2,0,0,0,25,40,0,0,0,1,1,303,990000,0,640000,1100000
2,0,2,130,2,0,0,0,23,19,0,0,0,0,11,356,1100000,0,648500,590000
0,0,4,125,3,0,0,0,26,26,0,0,0,0,9,200,159000,0,270000,330000
0,0,5,280,2,800,30,0,23,38,1,1,0,0,53,100,300000,0,104000,131500
0,0,3,451,3,0,0,16500,32,48,0,0,0,0,57,1803,495000,1,245000,277000
2,0,2,67,1,0,0,0,108,36,0,0,0,0,53,266,63000,0,104000,90000
0,0,3,140,2,0,0,0,4,13,0,0,0,0,25,223,139000,0,120000,120000
0,0,4,320,3,1000,0,22000,67,18,0,1,0,0,28,445,340000,1,161000,165000
0,0,2,75,1,0,90,0,76,146,1,0,0,0,43,259,139000,0,230000,234500
0,0,4,283,2,0,0,0,102,31,0,0,0,0,87,1804,400000,0,97500,400000
2,0,4,152,2,0,0,0,101,47,0,0,0,0,53,985,129000,0,104000,89000
0,0,4,250,3,200,20,1,84,14,1,1,0,0,3,1805,135000,1,85000,135000
0,2,3,110,2,0,25,0,18,37,1,0,0,0,55,912,165000,0,165000,150000
0,1,3,145,2,14,0,0,50,22,0,1,0,0,52,96,530000,0,390000,307500
1,2,3,170,4,0,0,0,57,68,0,0,1,0,8,180,870000,0,195000,192500
0,0,3,165,2,0,0,0,58,41,0,0,0,0,55,335,48000,0,165000,51500
0,0,3,123,3,1051,12,3792,76,22,1,1,0,0,13,757,650000,1,380000,160000
1,2,5,370,3,0,0,0,38,32,0,0,0,0,21,1806,495000,0,290000,397500
1,1,4,350,3,400,100,0,30,108,1,1,1,1,20,486,750000,0,300000,655000
2,0,2,95,1,0,0,0,9,104,0,0,0,0,62,156,239000,0,447500,405000
2,0,3,187,2,0,0,0,35,12,0,0,0,0,4,82,649000,0,649000,795000
0,0,2,160,1,0,0,1,39,20,0,0,0,0,39,1038,49000,1,199900,109000
1,1,3,250,2,0,0,0,71,11,0,0,0,0,64,1807,249000,0,250000,280000
0,3,7,600,6,1,0,0,22,8,0,1,0,1,57,1808,560000,0,245000,312500
2,2,3,142,2,0,0,0,64,36,0,0,0,0,19,122,205000,0,500000,276000
0,0,3,85,1,0,0,0,47,20,0,0,0,0,1,193,125000,0,640000,92500
2,1,3,120,2,0,10,0,95,42,1,0,0,0,0,1809,70000,0,247000,70000
2,0,2,93,1,0,0,0,57,34,0,0,0,0,79,326,430000,0,490000,725000
2,1,2,60,1,0,0,0,22,10,0,0,0,1,11,801,445000,0,648500,659000
0,0,5,420,3,0,0,30000,28,28,0,0,0,0,1,141,1200000,1,640000,582500
2,1,3,150,3,0,0,0,0,20,0,0,0,1,25,494,216000,0,120000,214000
0,3,3,144,1,0,0,0,41,75,0,0,0,0,51,169,195000,0,141500,110000
0,0,5,316,2,0,0,0,63,37,0,0,0,0,19,122,300000,0,500000,276000
2,0,3,353,3,0,0,0,18,18,0,0,0,0,11,217,1700000,0,648500,686000
0,0,5,270,3,1000,0,1,67,20,0,1,0,0,19,232,2200000,1,500000,900000
2,0,2,90,1,0,0,0,35,10,0,0,0,0,4,82,280000,0,649000,795000
2,0,3,160,0,0,0,0,8,2,0,0,0,0,27,358,398000,0,770000,825000
0,1,7,340,4,2,0,0,42,15,0,1,0,1,57,1810,650000,0,245000,650000
0,0,3,100,1,0,0,0,37,13,0,0,0,0,1,35,40000,0,640000,140000
2,0,2,112,2,0,0,0,8,101,0,0,0,0,12,269,570000,0,420000,430000
0,0,4,241,2,2000,7,0,30,15,1,1,0,0,4,1591,640000,0,649000,790000
0,0,4,200,2,0,0,0,64,10,0,0,0,0,28,34,100000,0,161000,142500
0,0,3,149,3,0,0,0,87,51,0,0,0,0,44,920,980000,0,550000,905000
0,0,3,243,2,0,0,0,68,32,0,0,0,0,19,118,1450000,0,500000,432500
0,0,4,170,3,20,150,2480,84,69,1,1,0,0,81,482,239000,1,154500,149500
0,3,5,200,2,0,0,0,21,19,0,0,0,1,21,655,400000,0,290000,352500
0,0,3,70,1,60,0,60,44,79,0,1,0,0,52,385,95000,1,390000,200000
7,1,3,221,3,0,0,0,12,40,0,0,0,1,46,79,4400000,0,750000,1190000
2,0,2,95,2,0,0,0,3,184,0,0,0,0,35,722,188000,0,345000,224772
0,0,3,160,2,1000,0,0,59,64,0,1,0,0,14,1811,215000,0,320000,202000
0,1,2,81,1,0,0,0,73,86,0,0,0,0,67,696,119000,0,189000,399500
2,1,2,75,1,0,0,0,140,24,0,0,0,0,0,1730,145000,0,247000,145000
2,0,7,228,7,0,0,0,63,29,0,0,0,0,23,435,149000,0,181500,185000
0,3,3,195,1,1,0,0,42,65,0,1,0,1,73,1812,119000,0,199000,108500
2,0,3,100,3,0,0,0,26,34,0,0,0,0,9,405,150000,0,270000,120000
0,0,7,393,6,0,0,0,26,58,0,0,0,0,30,104,2200000,0,980000,1175000
2,1,3,100,2,0,0,0,3,13,0,0,0,0,25,223,98000,0,120000,120000
0,4,7,300,3,1,0,0,65,11,0,1,0,0,28,972,100000,0,161000,160000
0,1,4,380,4,0,0,0,21,18,0,0,0,0,68,588,14049360,0,395000,244676
1,1,5,282,5,300,0,0,54,4,0,1,0,1,4,305,1550000,0,649000,782500
0,0,2,168,1,20,10,0,50,39,1,1,0,0,20,1813,79000,0,300000,79000
0,0,6,250,3,450,10,0,47,64,1,1,0,0,63,771,185000,0,185000,185000
0,3,4,230,1,1,0,0,32,24,0,1,0,0,1,524,160000,0,640000,150000
2,0,2,112,2,0,0,0,27,12,0,0,0,0,39,1814,199000,0,199900,217000
0,0,2,360,3,0,0,0,44,55,0,0,0,0,8,861,185000,0,195000,85000
2,1,2,109,1,0,0,0,13,15,0,0,0,0,25,868,95000,0,120000,186764
2,0,2,85,1,0,0,0,4,11,0,0,0,0,25,223,82000,0,120000,120000
1,3,8,700,8,6,0,0,28,57,0,1,1,1,46,79,1220000,0,750000,1190000
0,0,9,241,0,0,0,0,65,41,0,0,0,0,40,78,380000,0,432500,499500
0,0,3,300,2,0,12,6000,50,12,1,0,0,0,94,1815,265000,1,430000,265000
2,0,2,95,1,0,0,0,31,155,0,0,0,0,35,529,225000,0,345000,372500
0,0,3,410,3,130,0,0,24,26,0,1,0,0,18,1816,430000,0,639000,430000
0,0,4,300,3,3500,0,0,28,32,0,1,0,0,1,303,1100000,0,640000,1100000
0,0,4,307,3,0,0,1000,19,4,0,0,0,0,9,323,680000,1,270000,323114
0,0,3,290,2,266,0,278,57,173,0,1,0,0,43,1576,175000,1,230000,137500
2,0,2,95,2,0,0,0,74,21,0,0,0,0,13,904,95000,0,380000,110000
0,0,3,207,2,2500,0,0,55,34,0,1,0,0,58,1133,248000,0,220000,110000
1,1,3,285,3,0,0,0,34,151,0,0,1,0,35,53,549000,0,345000,270000
0,0,3,180,2,0,0,5000,36,11,0,0,0,0,15,686,190000,1,200000,125000
0,0,7,500,9,0,0,30000,37,43,0,0,0,0,21,44,1300000,1,290000,220000
0,0,2,146,2,0,0,0,33,43,0,0,0,0,8,413,52000,0,195000,97000
0,0,3,85,2,0,0,0,12,20,0,0,0,0,25,494,299000,0,120000,214000
2,0,2,118,1,0,0,0,29,16,0,0,0,0,32,1817,60000,0,584500,325000
1,1,4,250,3,5,0,0,44,47,0,1,0,1,38,262,1150000,0,650000,680000
0,1,6,420,6,400,0,0,93,61,0,1,0,1,0,1818,690000,0,247000,690000
0,0,3,100,2,0,0,8700,31,155,0,0,0,0,35,529,525000,1,345000,372500
0,0,2,100,1,0,0,470,70,10,0,0,0,0,23,279,62000,1,181500,130000
0,0,2,84,2,0,0,0,84,92,0,0,0,0,8,71,78000,0,195000,150000
0,0,4,345,2,1544,0,0,65,13,0,1,0,0,28,972,395000,0,161000,160000
2,0,2,117,1,0,0,0,32,40,0,0,0,0,72,995,160000,0,349000,150000
2,0,2,280,2,2696,0,0,25,53,0,1,0,0,21,576,300000,0,290000,190000
0,0,5,560,1,0,0,0,35,47,0,0,0,0,21,884,350000,0,290000,100000
2,0,5,145,5,0,0,0,7,9,0,0,0,0,25,393,175000,0,120000,137000
2,0,2,110,2,20,0,0,17,105,0,1,0,0,62,1819,118000,0,447500,118000
0,1,2,72,1,0,0,0,49,119,0,0,0,0,12,625,239926,0,420000,249000
0,0,4,155,3,0,0,0,45,36,0,0,0,0,16,528,109000,0,200000,104500
0,0,2,78,1,0,0,2,46,32,0,0,0,0,40,1820,280000,1,432500,280000
0,1,2,110,2,0,0,0,32,55,0,0,0,0,20,1821,175000,0,300000,175000
2,0,2,50,1,0,0,0,34,41,0,0,0,0,21,52,109000,0,290000,195000
2,0,5,664,7,0,0,0,17,32,0,0,0,0,1,1,3200000,0,640000,880000
0,0,6,350,5,0,0,9000,41,35,0,0,0,0,58,149,298000,1,220000,130000
0,0,3,125,3,0,0,0,28,38,0,0,0,0,1,303,820000,0,640000,1100000
0,0,5,400,3,2000,20,1500,19,15,1,1,0,0,32,1302,850000,1,584500,550000
1,1,5,715,4,0,0,0,5,30,0,0,0,1,30,39,3000000,0,980000,1425000
2,0,2,65,1,0,0,0,86,20,0,0,0,0,41,281,65000,0,135000,180000
0,0,6,250,2,2000,0,0,42,34,0,1,0,0,40,1822,154000,0,432500,154000
0,0,4,640,8,230,265,3370,64,38,1,1,0,0,23,1823,685000,1,181500,685000
0,0,2,80,0,0,0,12000,36,155,0,0,0,0,35,89,90000,1,345000,340000
2,0,2,112,1,0,0,0,66,25,0,0,0,0,64,446,80000,0,250000,85000
0,1,3,180,2,600,0,0,40,39,0,1,0,1,61,586,255000,0,110000,117500
0,0,5,500,3,0,0,0,55,33,0,0,0,0,21,363,275000,0,290000,200000
0,0,2,90,2,0,0,0,46,9,0,0,0,0,1,448,235000,0,640000,140000
2,0,2,70,2,130,10,0,17,60,1,1,0,0,77,938,160000,0,267000,240000
0,0,5,240,3,500,0,0,32,34,0,1,0,0,1,101,650000,0,640000,1300000
2,0,2,70,1,0,15,0,40,57,1,0,0,0,77,290,630000,0,267000,329500
0,1,10,500,8,80,0,0,77,43,0,1,1,1,44,228,890000,0,550000,174500
0,0,4,1000,4,0,0,0,37,44,0,0,0,0,21,443,3200000,0,290000,720000
2,0,2,72,2,0,0,0,56,3,0,0,0,0,7,112,325000,0,357500,387500
0,0,3,640,4,0,0,0,82,82,0,0,0,0,80,423,670000,0,139500,175500
2,0,3,108,1,0,0,0,17,33,0,0,0,0,1,1,195000,0,640000,880000
0,0,2,130,4,1400,0,0,80,26,0,1,0,0,13,984,395000,0,380000,395000
2,0,4,159,2,0,0,3500,26,34,0,0,0,0,52,92,350000,1,390000,360000
0,0,2,90,2,160,0,0,93,152,0,1,0,0,43,95,300000,0,230000,260000
2,0,2,110,1,0,0,0,38,13,0,0,0,0,1,35,85000,0,640000,140000
0,0,2,210,2,0,0,0,28,33,0,0,0,0,1,303,690000,0,640000,1100000
0,0,4,538,5,0,0,918,38,19,0,0,0,0,16,1824,290000,1,200000,290000
2,0,3,146,2,0,0,0,31,0,0,0,0,0,22,1421,690000,0,475000,294500
2,0,2,70,1,0,0,0,73,14,0,0,0,0,24,1197,90000,0,190000,210000
0,0,5,495,3,0,0,0,32,41,0,0,0,0,21,301,420000,0,290000,550000
2,0,4,100,1,0,0,0,29,18,0,0,0,0,15,24,110000,0,200000,107500
2,3,2,131,1,400,0,0,52,44,0,1,0,0,40,287,160000,0,432500,435000
0,0,2,240,1,0,0,55000,64,89,0,0,0,0,8,8,290000,1,195000,315000
0,1,4,399,3,1,78,0,45,13,1,1,0,1,39,958,195000,0,199900,154000
2,0,2,65,1,0,0,0,12,46,0,0,0,0,46,79,169000,0,750000,1190000
0,0,7,500,6,0,0,0,17,12,0,0,0,0,11,1174,6450000,0,648500,1200000
1,1,5,350,7,1,0,0,83,29,0,1,1,1,13,219,3200000,0,380000,1285000
6,1,5,320,3,0,0,0,20,40,0,0,0,1,30,1003,1500000,0,980000,1145000
0,4,4,179,3,0,0,0,36,48,0,0,0,0,8,976,69000,0,195000,103066
0,4,5,287,3,2,50,0,21,26,1,1,0,1,39,1825,100000,0,199900,145000
0,0,3,160,3,200,0,0,33,52,0,1,0,0,38,364,650000,0,650000,680000
0,0,5,330,5,0,0,450,48,23,0,0,0,0,54,108,370000,1,85000,222500
0,0,6,401,3,0,0,0,63,30,0,0,0,0,61,1329,159000,0,110000,107000
0,0,4,397,3,0,0,0,21,34,0,0,0,0,16,1826,500000,0,200000,500000
0,1,2,100,2,0,0,0,39,154,0,0,0,1,42,153,230000,0,209500,230000
2,0,3,145,2,0,10,0,42,36,1,0,0,0,63,753,305000,0,185000,290000
0,0,2,70,1,80,0,0,40,111,0,1,0,0,12,872,185000,0,420000,187500
0,0,2,77,1,0,0,4600,29,21,0,0,0,0,15,24,45000,1,200000,107500
0,0,4,112,2,0,0,0,47,35,0,0,0,0,61,202,80000,0,110000,85000
0,0,2,160,3,1000,0,0,69,29,0,1,0,0,15,50,1950000,0,200000,585000
0,0,2,125,4,0,50,1380,80,26,1,0,0,0,13,984,395000,1,380000,395000
2,0,3,120,2,0,0,0,41,35,0,0,0,0,58,149,75000,0,220000,130000
0,0,5,220,4,0,0,0,24,21,0,0,0,0,6,1827,540000,0,610000,540000
2,5,3,110,1,0,0,0,0,42,0,0,0,1,21,44,160000,0,290000,220000
0,1,2,95,1,0,0,0,5,10,0,0,0,1,25,223,198000,0,120000,120000
1,1,3,180,3,550,0,0,17,17,0,1,1,1,11,217,680000,0,648500,686000
2,3,3,187,1,50,0,0,44,71,0,1,0,1,51,1828,58000,0,141500,72000
0,0,4,200,1,0,0,0,56,42,0,0,0,0,61,1829,159000,0,110000,159000
7,1,2,500,1,0,0,0,24,162,0,0,0,0,35,375,520000,0,345000,365000
0,0,3,160,3,0,0,19600,74,21,0,0,0,0,13,638,319900,1,380000,135000
2,0,3,117,1,0,0,0,39,9,0,0,0,0,19,137,350000,0,500000,495000
2,1,4,184,3,0,0,0,42,2,0,0,0,0,4,349,890000,0,649000,930000
0,0,3,130,3,0,0,5000,31,153,0,0,0,0,35,529,730000,1,345000,372500
0,0,7,377,4,1100,120,0,115,25,1,1,0,0,87,1830,515000,0,97500,515000
0,0,2,80,2,0,15,0,36,136,1,0,0,0,12,77,385000,0,420000,275000
0,0,4,240,0,200,0,0,53,9,0,1,0,0,17,1831,89000,0,550000,107000
2,1,3,90,1,0,0,0,11,48,0,0,0,1,68,1114,168000,0,395000,640000
1,1,6,360,5,0,0,0,30,26,0,0,1,1,102,1832,1200000,0,280000,785000
0,0,2,480,3,0,0,20000,32,18,0,0,0,0,52,847,790000,1,390000,491345
0,0,3,288,3,400,0,0,15,41,0,1,0,0,57,426,529000,0,245000,597000
0,0,3,150,2,0,35,1000,70,18,1,0,0,0,28,68,215000,1,161000,175000
0,0,2,100,2,0,0,0,24,66,0,0,0,0,55,114,165000,0,165000,176000
0,0,5,260,2,0,0,0,38,11,0,0,0,0,1,35,130000,0,640000,140000
0,0,4,284,2,743,0,285,58,46,0,1,0,0,73,1590,475000,1,199000,357500
0,2,6,290,2,0,0,0,36,63,0,0,0,1,98,1833,295000,0,720000,295000
0,0,4,200,2,100,0,10000,71,59,0,1,0,0,14,1834,320000,1,320000,320000
0,0,4,168,4,0,0,0,3,57,0,0,0,0,76,1835,250000,0,82500,250000
0,0,4,120,2,1000,60,1100,35,263,1,1,0,0,12,743,500000,1,420000,434500
0,0,3,134,3,0,0,0,94,156,0,0,0,0,43,95,60000,0,230000,260000
0,0,3,500,7,2000,300,500,45,66,1,1,0,0,73,1836,1680000,1,199000,1680000
0,0,3,90,3,0,0,18000,24,163,0,0,0,0,35,375,165000,1,345000,365000
2,0,3,100,2,0,0,0,72,46,0,0,0,0,53,505,65000,0,104000,82000
1,5,4,163,4,0,0,0,63,72,0,0,0,0,8,218,1200000,0,195000,215000
1,1,9,400,3,0,0,0,27,38,0,0,0,0,36,80,1980000,0,370000,1620000
0,0,4,300,2,0,0,1,75,14,0,0,0,0,24,1294,79000,1,190000,67000
0,0,2,190,2,0,0,520,44,8,0,0,0,0,45,1164,110000,1,215000,83000
0,0,7,375,4,0,50,5000,33,30,1,0,0,0,36,56,360000,1,370000,198000
2,0,2,120,2,0,0,0,50,68,0,0,0,0,73,1529,87000,0,199000,175000
0,0,9,550,6,0,0,8300,34,41,0,0,0,0,21,52,495000,1,290000,195000
2,1,3,150,2,0,2,0,6,29,1,0,0,0,30,39,1500000,0,980000,1425000
0,1,4,210,3,20,0,0,59,31,0,1,0,0,102,1837,160000,0,280000,160000
2,0,2,130,1,0,0,0,21,54,0,0,0,0,56,116,270000,0,385000,425000
0,4,4,250,4,0,0,0,0,6,0,0,0,0,32,1654,345000,0,584500,262000
7,1,14,615,0,0,0,0,31,26,0,0,1,1,52,632,1950000,0,390000,357500
2,0,3,135,1,0,0,0,31,155,0,0,0,0,35,529,199000,0,345000,372500
2,0,2,154,2,0,25,0,38,7,1,0,0,0,4,113,1300000,0,649000,1375000
2,0,3,152,1,0,0,0,70,36,0,0,0,0,83,438,135000,0,137500,104000
0,0,4,366,5,0,0,0,43,29,0,0,0,0,21,94,460000,0,290000,399000
0,0,5,300,3,0,0,1300,50,76,0,0,0,0,8,180,530000,1,195000,192500
0,0,7,485,5,300,400,2000,28,169,1,1,0,0,35,203,370000,1,345000,230000
2,0,2,120,1,0,0,0,48,62,0,0,0,0,8,180,330000,0,195000,192500
1,1,15,709,8,4,30,0,20,86,1,1,1,0,26,1838,1650000,0,430000,1650000
2,2,2,70,1,0,0,0,19,5,0,0,0,1,10,1839,125000,0,259000,135000
0,0,3,132,3,0,0,0,79,23,0,0,0,0,87,685,52000,0,97500,54000
0,0,5,302,2,0,0,0,51,28,0,0,0,0,61,1041,160000,0,110000,45500
2,1,2,130,1,0,0,0,70,36,0,0,0,1,83,438,108000,0,137500,104000
2,1,4,355,3,100,0,0,7,44,0,1,0,0,50,145,6300000,0,982500,1050000
0,0,6,527,6,0,0,130000,52,29,0,0,0,0,64,1840,1500000,1,250000,1500000
0,4,4,260,3,0,0,0,9,20,0,0,0,0,21,98,298575,0,290000,550000
0,0,2,110,2,1800,50,0,30,22,1,1,0,0,9,200,330000,0,270000,330000
0,0,6,300,2,0,0,1,31,34,0,0,0,0,53,1348,150000,1,104000,87000
0,0,3,200,2,800,0,0,43,13,0,1,0,0,36,1515,149000,0,370000,250000
0,0,3,220,2,0,0,900,31,7,0,0,0,0,10,233,95000,1,259000,95000
2,0,2,101,2,0,0,0,85,31,0,0,0,0,13,14,450000,0,380000,645000
0,0,3,85,2,0,0,0,19,88,0,0,0,0,12,190,299000,0,420000,322500
0,1,2,116,1,0,0,0,55,36,0,0,0,0,63,441,2229859,0,185000,895000
0,3,3,300,2,5,0,0,69,38,0,1,0,1,19,678,450000,0,500000,575000
0,0,4,290,1,130,0,0,61,10,0,1,0,0,28,1532,75000,0,161000,85500
0,0,4,130,2,0,0,0,18,45,0,0,0,0,21,576,50000,0,290000,190000
2,0,2,62,1,0,0,0,50,37,0,0,0,0,86,1841,89000,0,447000,89000
1,1,3,145,2,0,0,0,31,31,0,0,0,0,59,1729,85000,0,210000,85000
0,0,5,600,4,0,0,226,72,99,0,0,0,0,67,696,350000,1,189000,399500
0,0,3,189,2,0,0,20000,64,72,0,0,0,0,8,8,295000,1,195000,315000
0,0,5,443,5,3000,0,0,54,35,0,1,0,0,73,1842,400000,0,199000,165000
0,0,4,430,4,3300,0,0,47,27,0,1,0,0,45,207,530000,0,215000,207000
0,0,10,240,0,0,0,0,55,13,0,0,0,0,59,575,145000,0,210000,250000
0,0,2,90,3,68,0,0,14,21,0,1,0,0,27,956,420000,0,770000,549500
2,2,2,106,2,0,0,0,16,17,0,0,0,1,11,217,625000,0,648500,686000
1,1,3,313,2,0,0,0,28,9,0,0,1,0,27,226,1690000,0,770000,1275000
0,4,4,212,3,30,0,0,30,178,0,1,0,0,43,1292,95000,0,230000,92500
0,0,2,80,1,0,0,4500,26,158,0,0,0,0,35,529,130000,1,345000,372500
2,0,4,327,3,0,20,0,39,24,1,0,0,0,54,490,200000,0,85000,105000
1,1,4,170,3,0,0,0,91,55,0,0,0,0,14,150,299000,0,320000,449000
2,0,2,112,2,0,0,0,82,28,0,0,0,0,13,126,600000,0,380000,695000
0,0,6,340,2,0,0,1,17,38,0,0,0,0,18,1843,425000,1,639000,425000
2,0,2,225,2,0,0,0,3,48,0,0,0,0,52,452,790000,0,390000,559000
0,0,4,178,5,2200,0,0,13,28,0,1,0,0,9,60,550000,0,270000,302500
0,1,2,95,1,342,0,0,65,11,0,1,0,0,28,177,80000,0,161000,179500
2,0,2,208,1,0,25,0,39,176,1,0,0,0,43,1660,170000,0,230000,173000
0,0,5,380,4,0,0,0,58,25,0,0,0,0,19,239,1000000,0,500000,490000
0,0,4,560,5,0,0,10000,19,36,0,0,0,0,52,92,1350000,1,390000,360000
2,0,2,65,1,0,0,0,82,27,0,0,0,0,13,126,450000,0,380000,695000
0,0,6,450,5,0,0,0,21,28,0,0,0,0,1,187,2100000,0,640000,800000
2,0,4,189,2,0,0,0,20,61,0,0,0,0,55,360,260000,0,165000,260000
2,0,6,300,3,0,0,0,45,68,0,0,0,0,95,997,950000,0,235000,165000
1,2,4,314,4,0,0,0,24,31,0,0,0,0,60,533,850000,0,400000,347500
0,0,6,873,6,0,0,30991,11,32,0,0,0,0,30,701,5500000,1,980000,2600000
0,0,2,120,1,0,0,0,57,70,0,0,0,0,63,1844,30000,0,185000,30000
0,0,3,400,2,0,0,1200,52,38,0,0,0,0,55,681,340000,1,165000,240000
0,1,3,160,2,400,0,0,58,11,0,1,0,1,28,434,180000,0,161000,119000
0,0,5,170,3,0,0,1250,64,72,0,0,0,0,8,8,280000,1,195000,315000
0,1,4,175,3,0,0,0,68,70,0,0,0,0,80,589,119000,0,139500,110000
0,0,6,289,5,0,0,1,10,12,0,0,0,0,25,246,529000,1,120000,121500
0,0,5,256,3,0,0,0,62,24,0,0,0,0,40,293,380000,0,432500,205000
0,0,4,362,3,0,0,0,58,25,0,0,0,0,19,239,850000,0,500000,490000
0,1,3,380,3,0,0,0,42,134,0,0,0,1,12,13,1486000,0,420000,365000
2,0,2,61,1,0,0,0,35,76,0,0,0,0,31,48,148000,0,237500,170000
2,0,2,320,2,300,10,0,58,29,1,1,0,0,79,377,900000,0,490000,690000
0,0,5,692,7,0,0,1,78,20,0,0,0,0,41,251,1620000,1,135000,340000
0,0,2,80,1,0,0,0,71,9,0,0,0,0,3,3,50000,0,85000,85000
2,0,2,120,3,65,0,0,26,5,0,1,0,0,11,324,602700,0,648500,890000
2,0,2,115,0,0,0,0,17,18,0,0,0,0,11,217,606000,0,648500,686000
0,0,3,187,3,0,0,0,63,9,0,0,0,0,71,1845,135000,0,149900,108000
2,1,2,100,1,0,0,0,22,22,0,0,0,0,11,356,339000,0,648500,590000
1,5,3,140,3,500,0,0,17,25,0,1,1,1,72,926,648000,0,349000,969000
1,1,5,290,4,3,35,0,83,30,1,1,0,1,13,14,1200000,0,380000,645000
0,0,5,217,4,0,0,13400,93,158,0,0,0,0,43,95,520000,1,230000,260000
0,0,3,140,2,0,0,0,8,42,0,0,0,0,52,650,320000,0,390000,575000
2,0,2,67,1,0,0,0,25,54,0,0,0,0,56,116,375000,0,385000,425000
0,0,4,288,4,0,0,50000,60,71,0,0,0,0,14,146,220000,1,320000,260000
2,0,2,86,1,0,0,0,16,108,0,0,0,0,62,1846,140000,0,447500,140000
2,0,2,87,1,0,0,0,45,68,0,0,0,0,95,997,140000,0,235000,165000
0,0,2,153,2,0,0,15960,70,8,0,0,0,0,19,129,650000,1,500000,650000
0,0,3,200,2,0,0,0,34,37,0,0,0,0,16,1847,220000,0,200000,220000
0,0,3,120,2,0,0,12400,31,155,0,0,0,0,35,529,310000,1,345000,372500
2,1,2,75,1,0,0,0,34,14,0,0,0,0,25,914,99000,0,120000,95000
0,0,2,130,3,0,0,5400,24,162,0,0,0,0,35,375,600000,1,345000,365000
0,0,3,130,3,0,10,0,18,41,1,0,0,0,21,27,168000,0,290000,265000
2,4,3,120,2,0,0,0,82,27,0,0,0,1,13,126,250000,0,380000,695000
0,0,3,240,1,0,0,0,63,36,0,0,0,0,19,122,250000,0,500000,276000
2,1,3,350,4,0,0,0,55,35,0,0,0,1,19,42,1575000,0,500000,630000
0,4,2,92,1,0,3,0,50,50,1,0,0,0,40,900,48000,0,432500,389500
0,0,6,570,8,1900,0,0,38,3,0,1,0,0,17,475,1700000,0,550000,633500
0,1,2,130,3,150,0,0,73,8,0,1,0,1,3,1201,107500,0,85000,136250
2,0,2,170,2,0,0,0,55,35,0,0,0,0,19,42,260000,0,500000,630000
0,0,3,200,1,250,0,0,56,65,0,1,0,0,73,1394,140000,0,199000,82000
0,0,4,440,3,0,0,0,74,159,0,0,0,0,43,388,260000,0,230000,107000
0,0,2,110,1,0,0,0,64,11,0,0,0,0,28,34,69000,0,161000,142500
0,1,2,100,1,100,0,0,22,35,0,1,0,0,30,1684,155000,0,980000,1187500
0,0,2,96,2,0,0,0,32,155,0,0,0,0,35,529,320000,0,345000,372500
1,1,3,230,3,3,0,0,67,18,0,1,0,1,28,445,298000,0,161000,165000
1,4,6,374,3,0,0,0,60,4,0,0,0,1,37,1848,399000,0,380000,399000
2,0,2,60,1,0,0,0,12,18,0,0,0,0,25,494,130000,0,120000,214000
0,0,3,250,2,1100,0,0,76,25,0,1,0,0,13,45,320000,0,380000,290000
0,0,6,300,9,0,0,32000,53,78,0,0,0,0,14,1849,675000,1,320000,675000
0,0,6,379,3,1200,50,7000,32,52,1,1,0,0,16,1850,349000,1,200000,349000
0,0,4,300,4,450,0,0,24,49,0,1,0,0,50,1851,870000,0,982500,1290000
0,0,3,134,2,500,0,500,27,14,0,1,0,0,68,384,410000,1,395000,595000
0,4,2,120,1,0,0,0,46,36,0,0,0,1,58,124,145000,0,220000,130000
1,1,2,195,2,2,130,0,27,11,1,1,1,1,27,226,2200000,0,770000,1275000
6,5,7,330,6,5,0,0,98,34,0,1,1,0,44,637,19518675,0,550000,582000
0,0,4,460,2,1000,0,0,42,44,0,1,0,0,40,355,395000,0,432500,305000
0,0,4,350,2,500,20,0,23,11,1,1,0,0,32,796,875000,0,584500,493753
2,4,2,90,1,0,0,0,39,158,0,0,0,0,42,1852,60000,0,209500,74450
0,0,8,620,8,0,0,1,36,149,0,0,0,0,35,89,1750000,1,345000,340000
2,0,3,120,2,0,0,0,82,28,0,0,0,0,13,1379,119000,0,380000,495000
0,0,3,145,2,1500,0,0,26,30,0,1,0,0,1,141,445000,0,640000,582500
2,0,3,130,3,0,0,0,82,6,0,0,0,0,44,265,195000,0,550000,400000
